Hugo_Symbol	Amp	Del	total	AlteredSamples
NFIL3	0	119	119	119
NINJ1	0	119	119	119
NIPSNAP3A	0	119	119	119
NIPSNAP3B	0	119	119	119
NOL8	0	119	119	119
NOTCH1	0	119	119	119
NOXA1	0	119	119	119
NPDC1	0	119	119	119
NR4A3	0	119	119	119
NR5A1	0	119	119	119
NR6A1	0	119	119	119
NRARP	0	119	119	119
NRON	0	119	119	119
NSMF	0	119	119	119
NTMT1	0	119	119	119
NTNG2	0	119	119	119
NUP188	0	119	119	119
NUP214	0	119	119	119
NUTM2F	0	119	119	119
NUTM2G	0	119	119	119
OBP2A	0	119	119	119
OBP2B	0	119	119	119
ODF2	0	119	119	119
OGN	0	119	119	119
OLFM1	0	119	119	119
OLFML2A	0	119	119	119
OMD	0	119	119	119
OR13C2	0	119	119	119
OR13C3	0	119	119	119
OR13C4	0	119	119	119
OR13C5	0	119	119	119
OR13C8	0	119	119	119
OR13C9	0	119	119	119
OR13D1	0	119	119	119
OR13F1	0	119	119	119
OR1B1	0	119	119	119
OR1J1	0	119	119	119
OR1J2	0	119	119	119
OR1J4	0	119	119	119
OR1K1	0	119	119	119
OR1L1	0	119	119	119
OR1L3	0	119	119	119
OR1L4	0	119	119	119
OR1L6	0	119	119	119
OR1L8	0	119	119	119
OR1N1	0	119	119	119
OR1N2	0	119	119	119
OR1Q1	0	119	119	119
OR2K2	0	119	119	119
OR5C1	0	119	119	119
ORM1	0	119	119	119
ORM2	0	119	119	119
PAEP	0	119	119	119
PALM2	0	119	119	119
PAPPA	0	119	119	119
PBX3	0	119	119	119
PCAT7	0	119	119	119
PDCL	0	119	119	119
PHF19	0	119	119	119
PHF2	0	119	119	119
PHPT1	0	119	119	119
PHYHD1	0	119	119	119
PIP5KL1	0	119	119	119
PKN3	0	119	119	119
PMPCA	0	119	119	119
PNPLA7	0	119	119	119
POLE3	0	119	119	119
POMT1	0	119	119	119
PPAPDC3	0	119	119	119
PPP1R26	0	119	119	119
PPP2R4	0	119	119	119
PPP3R2	0	119	119	119
PPP6C	0	119	119	119
PRDM12	0	119	119	119
PRPF4	0	119	119	119
PRRC2B	0	119	119	119
PRRX2	0	119	119	119
PSMB7	0	119	119	119
PSMD5	0	119	119	119
PTBP3	0	119	119	119
PTCH1	0	119	119	119
PTGDS	0	119	119	119
PTGES	0	119	119	119
PTGES2	0	119	119	119
PTGR1	0	119	119	119
PTGS1	0	119	119	119
PTPDC1	0	119	119	119
PTPN3	0	119	119	119
PTRH1	0	119	119	119
QRFP	0	119	119	119
QSOX2	0	119	119	119
RAB14	0	119	119	119
RABEPK	0	119	119	119
RABGAP1	0	119	119	119
RABL6	0	119	119	119
RAD23B	0	119	119	119
RALGDS	0	119	119	119
RALGPS1	0	119	119	119
RAPGEF1	0	119	119	119
RBM18	0	119	119	119
RC3H2	0	119	119	119
REXO4	0	119	119	119
RGS3	0	119	119	119
RN7SKP125	0	119	119	119
RN7SKP128	0	119	119	119
RN7SKP191	0	119	119	119
RN7SKP225	0	119	119	119
RN7SKP77	0	119	119	119
RN7SKP87	0	119	119	119
RN7SL159P	0	119	119	119
RN7SL181P	0	119	119	119
RN7SL187P	0	119	119	119
RN7SL227P	0	119	119	119
RN7SL302P	0	119	119	119
RN7SL30P	0	119	119	119
RN7SL328P	0	119	119	119
RN7SL430P	0	119	119	119
RN7SL560P	0	119	119	119
RN7SL57P	0	119	119	119
RN7SL659P	0	119	119	119
RN7SL665P	0	119	119	119
RN7SL75P	0	119	119	119
RN7SL794P	0	119	119	119
RNA5SP288	0	119	119	119
RNA5SP289	0	119	119	119
RNA5SP290	0	119	119	119
RNA5SP291	0	119	119	119
RNA5SP292	0	119	119	119
RNA5SP293	0	119	119	119
RNA5SP294	0	119	119	119
RNA5SP295	0	119	119	119
RNA5SP296	0	119	119	119
RNF183	0	119	119	119
RNF20	0	119	119	119
RNF208	0	119	119	119
RNF224	0	119	119	119
RNU6ATAC	0	119	119	119
RNY4P18	0	119	119	119
ROR2	0	119	119	119
RPL12	0	119	119	119
RPL35	0	119	119	119
RPL7A	0	119	119	119
RXRA	0	119	119	119
SAPCD2	0	119	119	119
SARDH	0	119	119	119
SCAI	0	119	119	119
SDCCAG3	0	119	119	119
SEC16A	0	119	119	119
SEC61B	0	119	119	119
SET	0	119	119	119
SETX	0	119	119	119
SH2D3C	0	119	119	119
SH3GLB2	0	119	119	119
SLC25A25	0	119	119	119
SLC27A4	0	119	119	119
SLC2A6	0	119	119	119
SLC2A8	0	119	119	119
SLC31A1	0	119	119	119
SLC31A2	0	119	119	119
SLC34A3	0	119	119	119
SLC35D2	0	119	119	119
SLC44A1	0	119	119	119
SLC46A2	0	119	119	119
SMC2	0	119	119	119
SNAPC4	0	119	119	119
SNHG7	0	119	119	119
SNORA65	0	119	119	119
SNORA70C	0	119	119	119
SNORA84	0	119	119	119
SNORD24	0	119	119	119
SNORD36A	0	119	119	119
SNORD36B	0	119	119	119
SNORD36C	0	119	119	119
SNORD62	0	119	119	119
SNORD62A	0	119	119	119
SNORD62B	0	119	119	119
SNORD90	0	119	119	119
SNX30	0	119	119	119
SOHLH1	0	119	119	119
SPTAN1	0	119	119	119
SPTLC1	0	119	119	119
SSNA1	0	119	119	119
ST6GALNAC4	0	119	119	119
ST6GALNAC6	0	119	119	119
STOM	0	119	119	119
STRBP	0	119	119	119
STX17	0	119	119	119
STXBP1	0	119	119	119
SURF1	0	119	119	119
SURF2	0	119	119	119
SURF4	0	119	119	119
SURF6	0	119	119	119
SUSD1	0	119	119	119
SUSD3	0	119	119	119
SVEP1	0	119	119	119
SWI5	0	119	119	119
SYK	0	119	119	119
TAL2	0	119	119	119
TBC1D13	0	119	119	119
TBC1D2	0	119	119	119
TDRD7	0	119	119	119
TEX10	0	119	119	119
TGFBR1	0	119	119	119
TLR4	0	119	119	119
TMEFF1	0	119	119	119
TMEM141	0	119	119	119
TMEM203	0	119	119	119
TMEM210	0	119	119	119
TMEM245	0	119	119	119
TMEM246	0	119	119	119
TMEM38B	0	119	119	119
TMEM8C	0	119	119	119
TMOD1	0	119	119	119
TNC	0	119	119	119
TNFSF15	0	119	119	119
TNFSF8	0	119	119	119
TOR1A	0	119	119	119
TOR1B	0	119	119	119
TOR2A	0	119	119	119
TOR4A	0	119	119	119
TPRN	0	119	119	119
TRAF1	0	119	119	119
TRAF2	0	119	119	119
TRIM14	0	119	119	119
TRIM32	0	119	119	119
TRUB2	0	119	119	119
TSC1	0	119	119	119
TSTD2	0	119	119	119
TTC16	0	119	119	119
TTF1	0	119	119	119
TTLL11	0	119	119	119
TUBB4B	0	119	119	119
TUBBP5	0	119	119	119
TXN	0	119	119	119
TXNDC8	0	119	119	119
UAP1L1	0	119	119	119
UBAC1	0	119	119	119
UCK1	0	119	119	119
UGCG	0	119	119	119
URM1	0	119	119	119
USP20	0	119	119	119
VAV2	0	119	119	119
WDR31	0	119	119	119
WDR34	0	119	119	119
WDR38	0	119	119	119
WDR5	0	119	119	119
WNK2	0	119	119	119
XPA	0	119	119	119
ZBTB26	0	119	119	119
ZBTB34	0	119	119	119
ZBTB43	0	119	119	119
ZBTB6	0	119	119	119
ZDHHC12	0	119	119	119
ZER1	0	119	119	119
ZFP37	0	119	119	119
ZMYND19	0	119	119	119
ZNF169	0	119	119	119
ZNF189	0	119	119	119
ZNF367	0	119	119	119
ZNF462	0	119	119	119
ZNF483	0	119	119	119
ZNF484	0	119	119	119
ZNF510	0	119	119	119
ZNF618	0	119	119	119
ZNF782	0	119	119	119
ZNF79	0	119	119	119
ZNF883	0	119	119	119
PTP4A1	109	0	109	109
ABLIM1	0	105	105	105
ACADSB	0	105	105	105
ACSL5	0	105	105	105
ADAM12	0	105	105	105
ADAM8	0	105	105	105
ADD3	0	105	105	105
ADRA2A	0	105	105	105
ADRB1	0	105	105	105
AFAP1L2	0	105	105	105
ARMS2	0	105	105	105
ATE1	0	105	105	105
ATRNL1	0	105	105	105
BAG3	0	105	105	105
BBIP1	0	105	105	105
BCCIP	0	105	105	105
BNIP3	0	105	105	105
BTBD16	0	105	105	105
BUB3	0	105	105	105
C10orf118	0	105	105	105
C10orf120	0	105	105	105
C10orf137	0	105	105	105
C10orf82	0	105	105	105
C10orf85	0	105	105	105
C10orf88	0	105	105	105
C10orf90	0	105	105	105
C10orf91	0	105	105	105
CACUL1	0	105	105	105
CALY	0	105	105	105
CASC2	0	105	105	105
CASP7	0	105	105	105
CCDC147	0	105	105	105
CCDC172	0	105	105	105
CHST15	0	105	105	105
CLRN3	0	105	105	105
COL17A1	0	105	105	105
CPXM2	0	105	105	105
CTBP2	0	105	105	105
CUZD1	0	105	105	105
CYP2E1	0	105	105	105
DCLRE1A	0	105	105	105
DHX32	0	105	105	105
DMBT1	0	105	105	105
DOCK1	0	105	105	105
DPYSL4	0	105	105	105
DUSP5	0	105	105	105
EBF3	0	105	105	105
ECHS1	0	105	105	105
EIF3A	0	105	105	105
EMX2	0	105	105	105
EMX2OS	0	105	105	105
ENO4	0	105	105	105
FAM160B1	0	105	105	105
FAM175B	0	105	105	105
FAM196A	0	105	105	105
FAM204A	0	105	105	105
FAM24A	0	105	105	105
FAM24B	0	105	105	105
FAM45A	0	105	105	105
FAM53B	0	105	105	105
FANK1	0	105	105	105
FGFR2	0	105	105	105
FOXI2	0	105	105	105
FRG2B	0	105	105	105
FUOM	0	105	105	105
GFRA1	0	105	105	105
GLRX3	0	105	105	105
GPAM	0	105	105	105
GPR123	0	105	105	105
GPR26	0	105	105	105
GRK5	0	105	105	105
GSTO1	0	105	105	105
GSTO2	0	105	105	105
GUCY2GP	0	105	105	105
HABP2	0	105	105	105
HMX2	0	105	105	105
HMX3	0	105	105	105
HSPA12A	0	105	105	105
HTRA1	0	105	105	105
IKZF5	0	105	105	105
INPP5A	0	105	105	105
INPP5F	0	105	105	105
ITPRIP	0	105	105	105
JAKMIP3	0	105	105	105
KCNK18	0	105	105	105
KIAA1598	0	105	105	105
KNDC1	0	105	105	105
LHPP	0	105	105	105
LINC00601	0	105	105	105
LINC00867	0	105	105	105
LINC00959	0	105	105	105
LRRC27	0	105	105	105
MCMBP	0	105	105	105
METTL10	0	105	105	105
MGMT	0	105	105	105
MIR202	0	105	105	105
MIR2110	0	105	105	105
MIR3663	0	105	105	105
MIR378C	0	105	105	105
MIR3941	0	105	105	105
MIR3944	0	105	105	105
MIR4295	0	105	105	105
MIR4296	0	105	105	105
MIR4297	0	105	105	105
MIR4484	0	105	105	105
MIR4680	0	105	105	105
MIR4681	0	105	105	105
MIR4682	0	105	105	105
MIR548E	0	105	105	105
MIR609	0	105	105	105
MIR936	0	105	105	105
MKI67	0	105	105	105
MMP21	0	105	105	105
MTG1	0	105	105	105
MXI1	0	105	105	105
NANOS1	0	105	105	105
NHLRC2	0	105	105	105
NPS	0	105	105	105
NRAP	0	105	105	105
NSMCE4A	0	105	105	105
OAT	0	105	105	105
OBFC1	0	105	105	105
PAOX	0	105	105	105
PDCD4	0	105	105	105
PDZD8	0	105	105	105
PLEKHA1	0	105	105	105
PLEKHS1	0	105	105	105
PNLIP	0	105	105	105
PNLIPRP1	0	105	105	105
PNLIPRP2	0	105	105	105
PNLIPRP3	0	105	105	105
PPAPDC1A	0	105	105	105
PPP2R2D	0	105	105	105
PRAP1	0	105	105	105
PRDX3	0	105	105	105
PRLHR	0	105	105	105
PSTK	0	105	105	105
PTPRE	0	105	105	105
PWWP2B	0	105	105	105
RAB11FIP2	0	105	105	105
RBM20	0	105	105	105
RGS10	0	105	105	105
RN7SKP167	0	105	105	105
RN7SKP278	0	105	105	105
RN7SKP288	0	105	105	105
RN7SL384P	0	105	105	105
RN7SL450P	0	105	105	105
RN7SL524P	0	105	105	105
RN7SL686P	0	105	105	105
RN7SL749P	0	105	105	105
RN7SL846P	0	105	105	105
RNA5SP325	0	105	105	105
RNA5SP326	0	105	105	105
RNA5SP327	0	105	105	105
RNA5SP328	0	105	105	105
SEC23IP	0	105	105	105
SFR1	0	105	105	105
SFXN4	0	105	105	105
SHOC2	0	105	105	105
SLC18A2	0	105	105	105
SLK	0	105	105	105
SMC3	0	105	105	105
SMNDC1	0	105	105	105
SORCS1	0	105	105	105
SORCS3	0	105	105	105
SPRN	0	105	105	105
STK32C	0	105	105	105
SYCE1	0	105	105	105
TACC2	0	105	105	105
TCERG1L	0	105	105	105
TCF7L2	0	105	105	105
TDRD1	0	105	105	105
TECTB	0	105	105	105
TEX36	0	105	105	105
TIAL1	0	105	105	105
TRUB1	0	105	105	105
TTC40	0	105	105	105
TUBGCP2	0	105	105	105
UROS	0	105	105	105
UTF1	0	105	105	105
VAX1	0	105	105	105
VENTX	0	105	105	105
VTI1A	0	105	105	105
VWA2	0	105	105	105
WDR11	0	105	105	105
WDR96	0	105	105	105
XPNPEP1	0	105	105	105
ZDHHC6	0	105	105	105
ZNF511	0	105	105	105
ZRANB1	0	105	105	105
KLLN	0	97	97	97
PTEN	0	97	97	97
ACAA2	0	94	94	94
ADNP2	0	94	94	94
ALPK2	0	94	94	94
ATP5A1	0	94	94	94
ATP8B1	0	94	94	94
ATP9B	0	94	94	94
BCL2	0	94	94	94
BOD1L2	0	94	94	94
C18orf25	0	94	94	94
C18orf32	0	94	94	94
C18orf54	0	94	94	94
C18orf63	0	94	94	94
CBLN2	0	94	94	94
CCBE1	0	94	94	94
CCDC102B	0	94	94	94
CCDC11	0	94	94	94
CCDC68	0	94	94	94
CD226	0	94	94	94
CDH19	0	94	94	94
CDH20	0	94	94	94
CDH7	0	94	94	94
CNDP1	0	94	94	94
CNDP2	0	94	94	94
CPLX4	0	94	94	94
CTDP1	0	94	94	94
CTIF	0	94	94	94
CXXC1	0	94	94	94
CYB5A	0	94	94	94
DCC	0	94	94	94
DOK6	0	94	94	94
DSEL	0	94	94	94
DYM	0	94	94	94
DYNAP	0	94	94	94
ELAC1	0	94	94	94
EPG5	0	94	94	94
FAM69C	0	94	94	94
FBXO15	0	94	94	94
FECH	0	94	94	94
GALR1	0	94	94	94
GRP	0	94	94	94
GTSCR1	0	94	94	94
HAUS1	0	94	94	94
HDHD2	0	94	94	94
HMSD	0	94	94	94
HSBP1L1	0	94	94	94
KATNAL2	0	94	94	94
KCNG2	0	94	94	94
KDSR	0	94	94	94
KIAA1468	0	94	94	94
LINC00305	0	94	94	94
LINC00683	0	94	94	94
LINC00908	0	94	94	94
LINC00909	0	94	94	94
LIPG	0	94	94	94
LMAN1	0	94	94	94
LOXHD1	0	94	94	94
MALT1	0	94	94	94
MAPK4	0	94	94	94
MBD1	0	94	94	94
MBD2	0	94	94	94
MBP	0	94	94	94
MC4R	0	94	94	94
ME2	0	94	94	94
MEX3C	0	94	94	94
MIR122	0	94	94	94
MIR1539	0	94	94	94
MIR4319	0	94	94	94
MIR4527	0	94	94	94
MIR4529	0	94	94	94
MIR4743	0	94	94	94
MIR4744	0	94	94	94
MIR5011	0	94	94	94
MIR548AV	0	94	94	94
MRO	0	94	94	94
MYO5B	0	94	94	94
NARS	0	94	94	94
NEDD4L	0	94	94	94
NETO1	0	94	94	94
NFATC1	0	94	94	94
OACYLP	0	94	94	94
ONECUT2	0	94	94	94
PARD6G	0	94	94	94
PHLPP1	0	94	94	94
PIAS2	0	94	94	94
PIGN	0	94	94	94
PMAIP1	0	94	94	94
POLI	0	94	94	94
PQLC1	0	94	94	94
PSTPIP2	0	94	94	94
RAB27B	0	94	94	94
RAX	0	94	94	94
RBFA	0	94	94	94
RBFADN	0	94	94	94
RN7SKP26	0	94	94	94
RN7SL112P	0	94	94	94
RN7SL310P	0	94	94	94
RN7SL342P	0	94	94	94
RN7SL401P	0	94	94	94
RN7SL551P	0	94	94	94
RN7SL695P	0	94	94	94
RN7SL705P	0	94	94	94
RN7SL795P	0	94	94	94
RNA5SP455	0	94	94	94
RNA5SP456	0	94	94	94
RNA5SP457	0	94	94	94
RNA5SP458	0	94	94	94
RNA5SP459	0	94	94	94
RNA5SP460	0	94	94	94
RNA5SP461	0	94	94	94
RNF152	0	94	94	94
RNF165	0	94	94	94
RPL17	0	94	94	94
RTTN	0	94	94	94
SALL3	0	94	94	94
SEC11C	0	94	94	94
SERPINB10	0	94	94	94
SERPINB11	0	94	94	94
SERPINB12	0	94	94	94
SERPINB13	0	94	94	94
SERPINB2	0	94	94	94
SERPINB3	0	94	94	94
SERPINB4	0	94	94	94
SERPINB5	0	94	94	94
SERPINB7	0	94	94	94
SERPINB8	0	94	94	94
SETBP1	0	94	94	94
SIGLEC15	0	94	94	94
SKA1	0	94	94	94
SKOR2	0	94	94	94
SLC14A1	0	94	94	94
SLC14A2	0	94	94	94
SMAD2	0	94	94	94
SMAD4	0	94	94	94
SMAD7	0	94	94	94
SMIM21	0	94	94	94
SNORA37	0	94	94	94
SNORD58A	0	94	94	94
SNORD58B	0	94	94	94
SNORD58C	0	94	94	94
SOCS6	0	94	94	94
ST8SIA3	0	94	94	94
ST8SIA5	0	94	94	94
STARD6	0	94	94	94
TCEB3B	0	94	94	94
TCEB3C	0	94	94	94
TCEB3CL	0	94	94	94
TCEB3CL2	0	94	94	94
TCF4	0	94	94	94
TIMM21	0	94	94	94
TMX3	0	94	94	94
TNFRSF11A	0	94	94	94
TSHZ1	0	94	94	94
TXNL1	0	94	94	94
TXNL4A	0	94	94	94
VPS4B	0	94	94	94
WDR7	0	94	94	94
ZADH2	0	94	94	94
ZBTB7C	0	94	94	94
ZCCHC2	0	94	94	94
ZNF236	0	94	94	94
ZNF407	0	94	94	94
ZNF516	0	94	94	94
ZNF532	0	94	94	94
AASDHPPT	0	93	93	93
ABCG4	0	93	93	93
ACAD8	0	93	93	93
ACAT1	0	93	93	93
ACRV1	0	93	93	93
ADAMTS15	0	93	93	93
ADAMTS8	0	93	93	93
ALKBH8	0	93	93	93
AMICA1	0	93	93	93
ANKK1	0	93	93	93
APLP2	0	93	93	93
APOA1	0	93	93	93
APOA4	0	93	93	93
APOA5	0	93	93	93
APOC3	0	93	93	93
ARCN1	0	93	93	93
ARHGAP20	0	93	93	93
ARHGAP32	0	93	93	93
ARHGEF12	0	93	93	93
ATF4P4	0	93	93	93
ATM	0	93	93	93
ATP5L	0	93	93	93
B3GAT1	0	93	93	93
BACE1	0	93	93	93
BARX2	0	93	93	93
BCL9L	0	93	93	93
BCO2	0	93	93	93
BLID	0	93	93	93
BSX	0	93	93	93
BTG4	0	93	93	93
BUD13	0	93	93	93
C11orf1	0	93	93	93
C11orf34	0	93	93	93
C11orf44	0	93	93	93
C11orf45	0	93	93	93
C11orf52	0	93	93	93
C11orf53	0	93	93	93
C11orf57	0	93	93	93
C11orf63	0	93	93	93
C11orf65	0	93	93	93
C11orf71	0	93	93	93
C11orf87	0	93	93	93
C11orf88	0	93	93	93
C11orf92	0	93	93	93
C11orf93	0	93	93	93
C1QTNF5	0	93	93	93
C2CD2L	0	93	93	93
CADM1	0	93	93	93
CARD16	0	93	93	93
CARD17	0	93	93	93
CARD18	0	93	93	93
CASP1	0	93	93	93
CASP12	0	93	93	93
CASP4	0	93	93	93
CASP5	0	93	93	93
CBL	0	93	93	93
CCDC15	0	93	93	93
CCDC153	0	93	93	93
CCDC84	0	93	93	93
CD3D	0	93	93	93
CD3E	0	93	93	93
CD3G	0	93	93	93
CDON	0	93	93	93
CEP164	0	93	93	93
CHEK1	0	93	93	93
CLDN25	0	93	93	93
CLMP	0	93	93	93
CRTAM	0	93	93	93
CRYAB	0	93	93	93
CUL5	0	93	93	93
CWF19L2	0	93	93	93
CXCR5	0	93	93	93
DCPS	0	93	93	93
DCUN1D5	0	93	93	93
DDI1	0	93	93	93
DDX10	0	93	93	93
DDX25	0	93	93	93
DDX6	0	93	93	93
DIXDC1	0	93	93	93
DLAT	0	93	93	93
DPAGT1	0	93	93	93
DRD2	0	93	93	93
DSCAML1	0	93	93	93
DYNC2H1	0	93	93	93
EI24	0	93	93	93
ELMOD1	0	93	93	93
ESAM	0	93	93	93
ETS1	0	93	93	93
EXPH5	0	93	93	93
FAM118B	0	93	93	93
FDX1	0	93	93	93
FDXACB1	0	93	93	93
FEZ1	0	93	93	93
FLI1	0	93	93	93
FOXR1	0	93	93	93
FOXRED1	0	93	93	93
FXYD2	0	93	93	93
FXYD6	0	93	93	93
GLB1L2	0	93	93	93
GLB1L3	0	93	93	93
GRAMD1B	0	93	93	93
GRIA4	0	93	93	93
GRIK4	0	93	93	93
GUCY1A2	0	93	93	93
H2AFX	0	93	93	93
HEPACAM	0	93	93	93
HEPN1	0	93	93	93
HINFP	0	93	93	93
HMBS	0	93	93	93
HSPA8	0	93	93	93
HSPB2	0	93	93	93
HTR3A	0	93	93	93
HTR3B	0	93	93	93
HYLS1	0	93	93	93
HYOU1	0	93	93	93
IFT46	0	93	93	93
IGSF9B	0	93	93	93
IL10RA	0	93	93	93
IL18	0	93	93	93
JAM3	0	93	93	93
KBTBD3	0	93	93	93
KCNJ1	0	93	93	93
KCNJ5	0	93	93	93
KDELC2	0	93	93	93
KIRREL3	0	93	93	93
KMT2A	0	93	93	93
KRT18P59	0	93	93	93
LAYN	0	93	93	93
LINC00167	0	93	93	93
LINC00900	0	93	93	93
MCAM	0	93	93	93
MIR100	0	93	93	93
MIR125B1	0	93	93	93
MIR3167	0	93	93	93
MIR34B	0	93	93	93
MIR34C	0	93	93	93
MIR3656	0	93	93	93
MIR4301	0	93	93	93
MIR4491	0	93	93	93
MIR4492	0	93	93	93
MIR4493	0	93	93	93
MIR4693	0	93	93	93
MIR4697	0	93	93	93
MIRLET7A2	0	93	93	93
MPZL2	0	93	93	93
MPZL3	0	93	93	93
MSANTD2	0	93	93	93
MSANTD4	0	93	93	93
NCAM1	0	93	93	93
NCAPD3	0	93	93	93
NFRKB	0	93	93	93
NLRX1	0	93	93	93
NNMT	0	93	93	93
NPAT	0	93	93	93
NRGN	0	93	93	93
NTM	0	93	93	93
NXPE1	0	93	93	93
NXPE2	0	93	93	93
NXPE4	0	93	93	93
OAF	0	93	93	93
OPCML	0	93	93	93
OR10D3	0	93	93	93
OR10G4	0	93	93	93
OR10G7	0	93	93	93
OR10G8	0	93	93	93
OR10G9	0	93	93	93
OR10S1	0	93	93	93
OR4D5	0	93	93	93
OR6M1	0	93	93	93
OR6T1	0	93	93	93
OR6X1	0	93	93	93
OR8A1	0	93	93	93
OR8B12	0	93	93	93
OR8B2	0	93	93	93
OR8B3	0	93	93	93
OR8B4	0	93	93	93
OR8B8	0	93	93	93
OR8D1	0	93	93	93
OR8D2	0	93	93	93
OR8D4	0	93	93	93
PAFAH1B2	0	93	93	93
PANX3	0	93	93	93
PATE1	0	93	93	93
PATE2	0	93	93	93
PATE3	0	93	93	93
PATE4	0	93	93	93
PCSK7	0	93	93	93
PDGFD	0	93	93	93
PDZD3	0	93	93	93
PHLDB1	0	93	93	93
PIH1D2	0	93	93	93
PKNOX2	0	93	93	93
POU2AF1	0	93	93	93
POU2F3	0	93	93	93
PPP2R1B	0	93	93	93
PRDM10	0	93	93	93
PTS	0	93	93	93
PUS3	0	93	93	93
PVRL1	0	93	93	93
RAB39A	0	93	93	93
RBM7	0	93	93	93
RDX	0	93	93	93
REXO2	0	93	93	93
RN7SKP121	0	93	93	93
RN7SKP273	0	93	93	93
RN7SKP279	0	93	93	93
RN7SL167P	0	93	93	93
RN7SL351P	0	93	93	93
RN7SL529P	0	93	93	93
RN7SL688P	0	93	93	93
RN7SL86P	0	93	93	93
RNA5SP348	0	93	93	93
RNA5SP349	0	93	93	93
RNA5SP350	0	93	93	93
RNA5SP351	0	93	93	93
RNA5SP352	0	93	93	93
RNF214	0	93	93	93
RNF26	0	93	93	93
RNU4ATAC10P	0	93	93	93
RNU4ATAC5P	0	93	93	93
RNU6ATAC12P	0	93	93	93
RNY4P6	0	93	93	93
ROBO3	0	93	93	93
ROBO4	0	93	93	93
RPS25	0	93	93	93
RPUSD4	0	93	93	93
SC5D	0	93	93	93
SCN2B	0	93	93	93
SCN3B	0	93	93	93
SCN4B	0	93	93	93
SIAE	0	93	93	93
SIDT2	0	93	93	93
SIK2	0	93	93	93
SIK3	0	93	93	93
SLC35F2	0	93	93	93
SLC37A2	0	93	93	93
SLC37A4	0	93	93	93
SLN	0	93	93	93
SNORD14C	0	93	93	93
SNORD14D	0	93	93	93
SNORD14E	0	93	93	93
SNX19	0	93	93	93
SORL1	0	93	93	93
SPA17	0	93	93	93
SPATA19	0	93	93	93
SRPR	0	93	93	93
ST14	0	93	93	93
ST3GAL4	0	93	93	93
STT3A	0	93	93	93
TAGLN	0	93	93	93
TBCEL	0	93	93	93
TBRG1	0	93	93	93
TECTA	0	93	93	93
TEX12	0	93	93	93
THY1	0	93	93	93
THYN1	0	93	93	93
TIMM8B	0	93	93	93
TIRAP	0	93	93	93
TMEM136	0	93	93	93
TMEM218	0	93	93	93
TMEM225	0	93	93	93
TMEM25	0	93	93	93
TMEM45B	0	93	93	93
TMPRSS13	0	93	93	93
TMPRSS4	0	93	93	93
TMPRSS5	0	93	93	93
TP53AIP1	0	93	93	93
TRAPPC4	0	93	93	93
TREH	0	93	93	93
TRIM29	0	93	93	93
TTC12	0	93	93	93
TTC36	0	93	93	93
UBASH3B	0	93	93	93
UBE4A	0	93	93	93
UPK2	0	93	93	93
USP2	0	93	93	93
USP28	0	93	93	93
VPS11	0	93	93	93
VPS26B	0	93	93	93
VSIG2	0	93	93	93
VWA5A	0	93	93	93
ZBTB16	0	93	93	93
ZBTB44	0	93	93	93
ZC3H12C	0	93	93	93
ZNF202	0	93	93	93
ZNF259	0	93	93	93
ZW10	0	93	93	93
snosnR66	0	93	93	93
CEBPA	91	0	91	91
ABCA7	0	87	87	87
ABCD1	87	0	87	87
ABHD17A	0	87	87	87
ADAMTSL5	0	87	87	87
ADAT3	0	87	87	87
AES	0	87	87	87
AMH	0	87	87	87
ANKRD24	0	87	87	87
AP3D1	0	87	87	87
APBA3	0	87	87	87
APC2	0	87	87	87
ARHGAP4	87	0	87	87
ARID3A	0	87	87	87
ARRDC5	0	87	87	87
ATCAY	0	87	87	87
ATP2B3	87	0	87	87
ATP5D	0	87	87	87
ATP6AP1	87	0	87	87
ATP8B3	0	87	87	87
AVPR2	87	0	87	87
AZU1	0	87	87	87
BCAP31	87	0	87	87
BGN	87	0	87	87
BRCC3	87	0	87	87
BSG	0	87	87	87
BTBD2	0	87	87	87
C19orf10	0	87	87	87
C19orf24	0	87	87	87
C19orf25	0	87	87	87
C19orf26	0	87	87	87
C19orf35	0	87	87	87
C19orf71	0	87	87	87
C19orf77	0	87	87	87
C2CD4C	0	87	87	87
CACTIN	0	87	87	87
CCDC94	0	87	87	87
CDC34	0	87	87	87
CELF5	0	87	87	87
CETN2	87	0	87	87
CFD	0	87	87	87
CHAF1A	0	87	87	87
CIRBP	0	87	87	87
CLIC2	87	0	87	87
CMC4	87	0	87	87
CNN2	0	87	87	87
CREB3L3	0	87	87	87
CSAG1	87	0	87	87
CSAG2	87	0	87	87
CSAG3	87	0	87	87
CSAG4	87	0	87	87
CSNK1G2	0	87	87	87
CTAG1A	87	0	87	87
CTAG1B	87	0	87	87
CTAG2	87	0	87	87
DAPK3	0	87	87	87
DAZAP1	0	87	87	87
DIRAS1	0	87	87	87
DKC1	87	0	87	87
DNASE1L1	87	0	87	87
DOHH	0	87	87	87
DOT1L	0	87	87	87
DPP9	0	87	87	87
DUSP9	87	0	87	87
EBI3	0	87	87	87
EEF2	0	87	87	87
EFNA2	0	87	87	87
ELANE	0	87	87	87
EMD	87	0	87	87
F8	87	0	87	87
F8A1	87	0	87	87
F8A2	87	0	87	87
F8A3	87	0	87	87
FAM138F	0	87	87	87
FAM3A	87	0	87	87
FAM50A	87	0	87	87
FAM58A	87	0	87	87
FEM1A	0	87	87	87
FGF22	0	87	87	87
